no;name;description;image_link;price;rating;merchant
30;SAMSUNG GALAXY M32 - NFC - 5000mAh - 8GB 128GB 8/128 - Garansi Resmi - Hitam;"SAMSUNG GALAXY M32 8/128GB

GARANSI RESMI SEIN SAMSUNG INDONESIA
IMEI TERDAFTAR DI WEBSITE KEMENPERIN

WARNA TERSEDIA SESUAI VARIAN
- HITAM
- BIRU
- PUTIH

Spesifikasi :

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2021, June 21
Status Available. Released 2021, June 28
BODY Dimensions 159.3 x 74 x 8.4 mm
Weight 180 g
Build Glass front, plastic frame, plastic back
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type Super AMOLED, 90Hz, 800 nits (HBM)
Size 6.4 inches, 98.9 cm2 (~83.9% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~411 ppi density)
PLATFORM OS Android 11, One UI 3.1
Chipset Mediatek Helio G80 (12 nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 128GB, 8GB RAM
eMMC 5.1
MAIN CAMERA Quad 64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, panorama, HDR
Video 1080p@30fps
SELFIE CAMERA Single 20 MP, f/2.2, (wide)
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS, GALILEO
NFC Yes
Radio Unspecified
USB USB Type-C 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, compass
Virtual proximity sensing
BATTERY Type Li-Ion 5000 mAh, non-removable
Charging Fast charging 25W";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/29/96748ddc-68de-423e-b34b-78818ea0b715.jpg.webp?ect=4g;3299900;5;Shopyz ID
31;Samsung Galaxy A12 4/128 / 6/128 Garansi Resmi Sein By Tam - RAM 4GB.128GB, BLACK;"SAMSUNG GALAXY A12
RAM 4/128GB
Ram 6/128GB
GARANSI RESMI SEIN

#Tersedia Case logo
https://tokopedia.link/bW5wzumqwfb

blackTemperfull=paket unit warna hitam dengan temperglas full (untuk yg mau dipasang bs reques dikolom.keterangan waktu order)

Network Technology
GSM / HSPA / LTE
Launch Announced 2020, November 24
Status Available. Released 2020, December 21
Body Dimensions 164 x 75.8 x 8.9 mm (6.46 x 2.98 x 0.35 in)
Weight 205 g (7.23 oz)
Build Glass front, plastic back, plastic frame
SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
Display Type PLS IPS
Size 6.5 inches, 106.7 cm2 (~85.8% screen-to-body ratio)
Resolution 720 x 1600 pixels, 20:9 ratio (~264 ppi density)
Platform OS Android 10
Chipset Mediatek MT6765 Helio P35 (12nm)
CPU Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU PowerVR GE8320
Memory Card slot microSDXC (dedicated slot)
Internal 128GB 4GB RAM
eMMC 5.1
Main Camera Quad 48 MP, f/2.0, 26mm (wide), AF
5 MP, f/2.2, 123˚ (ultrawide)
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, panorama, HDR
Video 1080p@30fps
Selfie camera Single 8 MP, f/2.2
Video 1080p@30fps
Sound Loudspeaker Yes
3.5mm jack Yes
Comms WLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
(market/region dependent)
Radio Unspecified
USB USB Type-C 2.0
Features Sensors Fingerprint (side-mounted), accelerometer
Battery Type Li-Po 5000 mAh, non-removable
Charging Fast charging 15W";https://images.tokopedia.net/img/cache/500-square/attachment/2021/3/24/65580410/65580410_d71c0b40-0de4-49f1-b12b-02fe023d4220.jpg.webp?ect=4g;2158000;4.9;murahmeriah shop
32;Samsung Galaxy A03S 4/64 GB Garansi Resmi - Biru;"Belanja di Garasi.ku lebih cuan!!

Follow instagram @garasigadget.id buat ikut Give Away!

- Garansi tukar 2x24 jam (video unboxing lengkap)
- Gratis ongkir dan biaya asuransi pengiriman
- Voucher cashback sampai dengan 5%.
- 100% baru dan original bergaransi RESMI
- Imei terdaftar di Kemenperin

Link Memory Card:


NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2021, August 18
Status Available. Released 2021, August 18
BODY Dimensions 164.2 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in)
Weight 196 g (6.91 oz)
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type PLS LCD
Size 6.5 inches, 102.0 cm2 (~81.8% screen-to-body ratio)
Resolution 720 x 1600 pixels, 20:9 ratio (~270 ppi density)
PLATFORM OS Android 11, One UI 3.1 Core
Chipset MediaTek MT6765 Helio P35 (12nm)
CPU Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53)
GPU PowerVR GE8320
MEMORY Card slot microSDXC (dedicated slot)
Internal 32GB 3GB RAM, 64GB 4GB RAM
eMMC 5.1
MAIN CAMERA Triple 13 MP, f/2.2, (wide), AF
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash
Video 1080p@30fps
SELFIE CAMERA Single 5 MP, f/2.2
Video
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC No
Radio Unspecified
USB USB Type-C 2.0
FEATURES Sensors Fingerprint (side-mounted), accelerometer, proximity
BATTERY Type Li-Po 5000 mAh, non-removable
Charging Fast charging 15W";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/2/a1e40911-f0c5-4975-a6f9-0a368d67bc69.jpg.webp?ect=4g;1748000;5;Garasi.ku
33;XIAOMI REDMI NOTE 10S 8/128 GB REDMI NOTE 10S 6/64 GB GARANSI RESMI - 6GB 64GB, Biru;"STR STORE
100% ORIGINAL
100% GARANSI RESMI
100% BARU
Imei Terdaftar Kemenprin

Processor Mediatek Helio G95 (12 nm)
OS: Android 11, MIUI 12.5
Layar 6.43"" Super AMOLED FHD+ 1080 x 2400 pixels, 20:9 ratio (~409 ppi density)
HDR 10
Fingerprint Side Sensor
Corning Gorilla Glass 3
Dual Nano SIM Card
Micro SD up to 512GB
4 Kamera Belakang 64 MP + 8 MP + 2 MP + 2 MP
1 Kamera Depan 13 MP
Dual Stereo Speakers
IP53 Splash Proof Resistant
NFC Ready
5000 mAh Lithium Polymer Battery
USB Type C Fast Charging 33W";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/24/f0a41dc2-105e-4031-88a9-aa41e6df92ed.png.webp?ect=4g;2685000;4.9;STR-STORE
34;Samsung Galaxy A72 8/128 8/256 Kamera 4K GB RAM 8 ROM 128 256 Resmi - Awesome Black, A72 8/128GB;"Fitur
Corning Gorilla Glass
Qualcomm Snapdragon 720G - ( 8 nm )

Processor
Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver)

Android 11

One UI 3.0
Ram / Memori Internal
6 - 8 GB / 128GB - 256GB

Memori Eksternal

Kamera Belakang
Resolusi
64 MP, f/2.0, 26mm (wide), 1/2.0″, 0.8µm, PDAF OIS
8 MP, f/2.2, 123˚
12 MP, f/2.4,
2 MP, f/2.2,
Fitur
LED flash, panorama, HDR, Video 4K@30fps, 1080p@30/120fps; gyro-EIS
32 MP, f/2.2, 26mm, 1/2.8″, 0.8µm
Fitur HDR, Video 4K@30fps, 1080p@30fps
Kapasitas 5000 mAh
Sensor Fingerprint

GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 1x Klaim

Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian).

Format:
1. Nama Lengkap
2. Email
3. Nomor HP
4. Type dan warna HP
5. Imei HP
6. Nomor Invoice

Dapatkan penawaran Special Proteksi senilai harga HP melalui Bundle Device (Bundling Proteksi).

Benefit:
- Proteksi : Layar, Baterai, Konektor
- Limit Proteksi senilai harga handphone
- Selama 12 bulan
- Klaim lebih dari 1 kali selama limit tersedia

Penawaran hanya berlaku saat pembelian Bersama proteksi (Bundle Pembelian Device dan Proteksi) :
a. Rp 80.000 --> Rp 55.000,- HP di bawah 6 juta
b. Rp 225.000 --> Rp. 175.000,- HP di atas 6 juta


Benefit lainnya!!!

GRATIS Paket Data
• Kuota utama : 1GB/bulan selama 12 bulan
• Cukup isi ulang min Rp 20.000, pulsa tidak terpotong, Masa aktif paket : 14 hari
• Kuota dapat digunakan untuk seluruh akses data (Main Quota)

Terima Kasih sudah berbelanja di Toko kami";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/4/27/a9eed60e-065c-41a9-b279-97ed067bbcd4.jpg.webp?ect=4g;5350000;4.9;SUPER_GADGET
35;Samsung M12 3/32 4/64 GB Mediatek Android RAM 3 4 ROM 32 64 Resmi SEIN - Light Blue, 3/32GB;"Dual SIM
Jaringan 4G
Tipe layar : IPS LCD
Ukuran layar : 6.5 inci
Resolusi : 720 x 1600 piksel (HD+)
Kerapatan piksel : 270 ppi
Jumlah warna : 16 juta

Exynos 850 (8nm)
Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55)
Mali-G52

4 GB / 3 GB
64 GB / 32 GB
512 GB
Slot MicroSD

Kamera Belakang
48 MP, f/2.0, (wide), 1/2.0"", 0.8µm, PDAF + 8 MP, f/2.2, 123˚ (ultrawide), 1/4.0"", 1.12µm + 2 MP, f/2.4, (macro) + 5 MP, f/2.4, (depth)
Video FHD (1920 x 1080) @30fps
Kamera Depan 8 MP, f/2.2, (wide)

Kapasitas Baterai : 5000 mAh

GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 1x Klaim

Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian).

Format:
1. Nama Lengkap
2. Email
3. Nomor HP
4. Type dan warna HP
5. Imei HP
6. Nomor Invoice

Dapatkan penawaran Special Proteksi senilai harga HP melalui Bundle Device (Bundling Proteksi).

Benefit:
- Proteksi : Layar, Baterai, Konektor
- Limit Proteksi senilai harga handphone
- Selama 12 bulan
- Klaim lebih dari 1 kali selama limit tersedia

Penawaran hanya berlaku saat pembelian Bersama proteksi (Bundle Pembelian Device dan Proteksi) :
a. Rp 80.000 --> Rp 55.000,- HP di bawah 6 juta
b. Rp 225.000 --> Rp. 175.000,- HP di atas 6 juta


Benefit lainnya!!!

GRATIS Paket Data
• Kuota utama : 1GB/bulan selama 12 bulan
• Cukup isi ulang min Rp 20.000, pulsa tidak terpotong, Masa aktif paket : 14 hari
• Kuota dapat digunakan untuk seluruh akses data (Main Quota)

Terima Kasih sudah berbelanja di Toko kami";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/8/f369d23a-1be3-47d6-9ba0-6e8b6eee0e9c.jpg.webp?ect=4g;1739000;4.9;SUPER_GADGET
36;Samsung A02 3/32 RAM 3 GB ROM 32 3GB 32GB 3/32 ORIGINAL Garansi Resmi - Black, Non Bundle;"Layar
6.5-inch HD+ TFT Infinity-V Display
Dimensi : 164 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in)
Kamera Belakang Utama : Main: 13MP, F1.9 Macro: 2MP, F2.4
Kamera Depan Selfie: 5MP, F2.0
Body 75.9 x 164.0 x 9.1mm 206g
Ram & Internal 3GB RAM ROM 32GB
MicroSD slot (up to 1TB)
* Available RAM may vary by country and region
.
Baterai : 5,000mAh (typical) 7.75W Charging
Sensor

Sensor Virtual Proximity Sensing, Accelerometer

Colors Black dan Gray

Audio Dolby Atmos

Network LTE
SIM 3 slots : 2 Nano SIM + MicroSD


GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 1x Klaim

Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian).

Format:
1. Nama Lengkap
2. Email
3. Nomor HP
4. Type dan warna HP
5. Imei HP
6. Nomor Invoice

Dapatkan penawaran Special Proteksi senilai harga HP melalui Bundle Device (Bundling Proteksi).

Benefit:
- Proteksi : Layar, Baterai, Konektor
- Limit Proteksi senilai harga handphone
- Selama 12 bulan
- Klaim lebih dari 1 kali selama limit tersedia

Penawaran hanya berlaku saat pembelian Bersama proteksi (Bundle Pembelian Device dan Proteksi) :
a. Rp 80.000 --> Rp 55.000,- HP di bawah 6 juta
b. Rp 225.000 --> Rp. 175.000,- HP di atas 6 juta


Benefit lainnya!!!

GRATIS Paket Data
• Kuota utama : 1GB/bulan selama 12 bulan
• Cukup isi ulang min Rp 20.000, pulsa tidak terpotong, Masa aktif paket : 14 hari
• Kuota dapat digunakan untuk seluruh akses data (Main Quota)

Terima Kasih sudah berbelanja di Toko kami";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/23/e11662e1-1ec1-44a5-90bb-d3bcf8e2a648.jpg.webp?ect=4g;1490000;4.9;SUPER_GADGET
37;Xiaomi Redmi 9c 4/64 GB Garansi Resmi - Biru;"Ready Stok *01 Desember 2021

Kardus & Bubble Warp :
https://www.tokopedia.com/gudang-hp/kardus-bubble-extra-packing

Anti Crack :
https://www.tokopedia.com/gudang-hp/tempered-glass-redmi-9c

Size 6.53 inches,400 nits typ. brightness (advertised)
PLATFORM OS Android 10, MIUI 12
Chipset MediaTek Helio G35 (12 nm)
CPU Octa-core
MEMORY Card slot microSDXC (dedicated slot)
Internal 64 GB, 4GB RAM
MAIN CAMERA Triple 13 MP,
Features LED flash, HDR
SELFIE CAMERA Single 5 MP, f/2.2, (wide), 1.12µm
Features HDR
SOUND Loudspeaker Yes
GPS Yes, with A-GPS, GLONASS, BDS
USB microUSB 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (rear-mounted), accelerometer, proximity
BATTERY Type Li-Po 5000 mAh, non-removable";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/6/22/26bb0702-69f1-4ecf-a80b-f53fde22a34a.jpg.webp?ect=4g;1731000;5;Gudang-HP
38;Samsung Galaxy A52 8/128 RAM 8GB Internal 128GB Garansi Resmi SEIN - Hitam;"Garansi Resmi Samsung Indonesia

Resmi IMEI sudah terdaftar
Check imei : https://www.kemenperin.go.id/imei/
Jadi saat hp diaktifkan / dipakai otomatis GARANSI Berlaku

Note : Sebelum kirim kami buka segel untuk Aktivasi Garansi dan Cek Fisik.
Membeli Berarti Setuju.

Resiko Kerusakan saat pengiriman Paket, disarankan untuk order ini juga ya kak

- Extra Bubble wrap


- Extra Box


Layar
Dimensi 159.9 x 75.1 x 8.4 mm
Berat
187 g

Ukuran Layar 6.5 inches, Super Amoled
Resolusi Layar 1080 x 2400 pixels
Rasio Layar 20:9
Kerapatan Layar ~405 ppi

Fitur Corning Gorilla Glass

Hardware & Software
Chipset
Qualcomm SM7225 Snapdragon 720G (8 nm)

Processor
Octa-core (2×2.2 GHz Kryo 570 & 6×1.8 GHz Kryo 570)

GPU
Adreno 619

Sistem Operasi
Android 11

User Interface
One UI 3.0
Ram / Memori Internal
8GB / 128GB / 256GB

Memori Eksternal
microSDXC

Kamera Belakang
Resolusi
48 MP, f/2.0, 26mm (wide), 1/2.0″, 0.8µm, PDAF
12 MP, f/2.2, 123˚ (ultrawide)
5 MP, f/2.4, (macro)
5 MP, f/2.2, (depth)
Fitur
LED flash, panorama, HDR, Video 4K@30fps, 1080p@30/120fps; gyro-EIS

Kamera Depan
Resolusi
32 MP, f/2.2, 26mm (wide), 1/2.8″, 0.8µm
Fitur HDR, Video 4K@30fps, 1080p@30fps

Konektivitas

Sim Card
Dual-SIM

Internet
HSPA, LTE-A, 5G, Wi-Fi Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth
5.0, A2DP, LE

Port USB
USB Type-C 2.0, USB On-The-Go

Navigasi
A-GPS, GLONASS, BDS, GALILEO

Baterai
Kapasitas
Non-removable Li-Po
Fitur Fast charging
Sensor Fingerprint
(under display), accelerometer, gyro, proximity, compass";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/9/2/e8556121-b295-4292-8692-c11c1617b760.jpg.webp?ect=4g;4686000;4.9;SFONE OMNI STORE
39;Redmi Note 10 Pro 6/64GB + 8/128GB Garansi Resmi - 6/128 Bronze;"Garansi Resmi Xiaomi Indonesia
IMEI Terdaftar~

Siap kirim~
Bukan Pre Order

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2021, March 04
Status Available. Released 2021, March 24
BODY Dimensions 164 x 76.5 x 8.1 mm (6.46 x 3.01 x 0.32 in)
Weight 193 g (6.81 oz)
Build Glass front (Gorilla Glass 5), glass back (Gorilla Glass 5), plastic frame
SIM Dual SIM (Nano-SIM, dual stand-by)
IP53, dust and splash protection
DISPLAY Type AMOLED, 120Hz, HDR10, 450 nits (typ), 1200 nits (peak)
Size 6.67 inches, 107.4 cm2 (~85.6% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~395 ppi density)
Protection Corning Gorilla Glass 5
PLATFORM OS Android 11, MIUI 12
Chipset Qualcomm SM7150 Snapdragon 732G (8 nm)
CPU Octa-core (2x2.3 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver)
GPU Adreno 618
MEMORY Card slot microSDXC (dedicated slot)
Internal 64GB 6GB RAM, 128GB 6GB RAM, 128GB 8GB RAM
UFS 2.2
MAIN CAMERA Quad 108 MP, f/1.9, 26mm (wide), 1/1.52"", 0.7µm, dual pixel PDAF
8 MP, f/2.2, 118˚ (ultrawide), 1/4.0"", 1.12µm
5 MP, f/2.4, (macro), AF
2 MP, f/2.4, (depth)
Features LED flash, HDR, panorama
Video 4K@30fps, 1080p@30/60fps
SELFIE CAMERA Single 16 MP, f/2.5, (wide), 1/3.06"", 1.0µm
Features Panorama
Video 1080p@30fps, 720p@120fps
SOUND Loudspeaker Yes, with stereo speakers
3.5mm jack Yes
24-bit/192kHz audio
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.1, A2DP, LE
GPS Yes, with A-GPS, GLONASS, GALILEO, BDS
NFC Yes (market/region dependent)
Infrared port Yes
Radio FM radio
USB USB Type-C 2.0
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, proximity, compass
BATTERY Type Li-Po 5020 mAh, non-removable";https://i.ytimg.com/vi/undefined/default.jpg?ect=4g;3635000;5;duniagadgetku
40;Samsung S20 FE 8/256 GB Galaxy Fan Edition RAM 8 ROM 256 Kamera 4K - Lavender, Non Bundling;"Spesifikasi Produk

Size
6.5 inches, 102.0 cm2

Resolution
1080 x 2400 pixels, 20:9 ratio

Display Colors
16M colors

Pixel Density
405 ppi density

Touch Screen
86.8% screen-to-body ratio

Display Protection
Corning Gorilla Glass

Features
HDR10+
Always-on display
120Hz refresh rate

Chipset: Exynoss 990
Screen: Super Amoled FHD 120Hz
Cam: 12/12/8+32
Battery: 4500 mah super fast charge 25w
RAM/ROM 8/256

GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 6 bulan (untuk 1 kali klaim terhadap layar).

Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian).
Format:
1. Nama Lengkap
2. Email
3. Nomor HP
4. Type dan warna HP
5. Imei HP
6. Nomor Invoice

Dapatkan penawaran promo Special Asuransi Proteksi 12 bulan senilai harga HP saat pembelian bersama device.

Benefit:
- Proteksi : Layar, Baterai, Konektor
- Limit Proteksi senilai harga handphone
- Selama 12 bulan
- Klaim lebih dari 1 kali selama limit tersedia

Penawaran terbatas hanya didapat saat pembelian bersama device (bundling: + Proteksi Asuransi 12 bulan) :
a. Rp 55.000 --> HP di bawah 6 juta (Special Promo)
b. Rp 175.000 --> HP di atas 6 juta (Special Promo)

Lebih Detail Mengenai Protego Fix:
http://salvusmart.id/productdetails/protegofix


Promo Menarik Lainnya:

GRATIS Paket Data

• Bonus Kuota 15GB/bulan selama 24 bulan ( Total 360GB selama 2 Tahun ) dengan syarat Top Pulsa 50rb/ bln sejak kartu diaktifkan.
pulsa tidak terpotong
• Kuota dapat digunakan untuk seluruh akses data (Main Quota)
• Cara Mendapatkan Bonus Kuota:
a. Lakukan isi Ulang pulsa Smartfren minimum 50 ribu paling lambat 3 hari setelah aktivasi kartu
b. Download aplikasi MySmartfren di Google PlayStore atau Apps Store
c. Buka Aplikasi MySmartfren paling lambat 3 hari setelah isi Ulang

Terima Kasih sudah berbelanja di Toko kami";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/16/be0dad27-f468-45f9-9282-3043d46b549d.jpg.webp?ect=4g;7575000;4.9;SUPER_GADGET
41;Infinix Note 10 Pro 8/128 GB - Garansi Resmi - Purple;"sudah support NFC
SIM Dual SIM (Nano-SIM, dual stand-by)
Size 6.95 inches
PLATFORM OS Android 11, XOS 7.6
Chipset Mediatek Helio G95 (12 nm)
CPU Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55)
GPU Mali-G76 MC4
MEMORY Internal 128GB 8GB RAM
MAIN CAMERA Quad 64 MP,8 MP,2 MP,2 MP
SELFIE CAMERA Single 16 MP
BATTERY Type Li-Po 5000 mAh, non-removable";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/23/8047184e-b352-43ad-a4c1-eb3f0dd746e8.png.webp?ect=4g;2778000;4.9;Wahana Selular
42;Samsung Galaxy A02 [32GB/3GB] - Garansi Resmi SEIN - Abu-abu;"Samsung Galaxy A02 [32GB/3GB] - Garansi Resmi SEIN

-SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM, dual stand-by)
-Size 6.5 inches,
-PLATFORM OS Android 10, One UI 2.0
-Chipset Mediatek MT6739W (28 nm)
-CPU Quad-core 1.5 GHz Cortex-A53
-GPU PowerVR GE8100
-Internal 32GB 3GB RAM
-MAIN CAMERA Dual 13 MP, 2 MP,
-SELFIE CAMERA Single 5 MP, f/2.0
-BATTERY Type Li-Po 5000 mAh, non-removable

Hydrogel Anti Gores [Standar]
Hydrogel Anti-Blue Light (Eye Care Film)


Nb.
Jangan lupa asuransikan setiap produk yang di kirim untuk mendapatkan keamanan Xtra.

Waktu Operasional :
09.00 - 16.30
Senin sd Sabtu
Minggu dan Hari Besar (Libur)
Pesanan yang masuk diatas pukul 16.00 berpotensi di proses H+1";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/5/22/3dc54c12-1748-4c12-8035-529d32c3c7ce.png.webp?ect=4g;1480000;5;ACS
43;SAMSUNG GALAXY M32 - NFC - 5000mAh - 6GB 128GB 6/128 - Garansi Resmi - Hitam;"SAMSUNG GALAXY M32 6/128GB

GARANSI RESMI SEIN SAMSUNG INDONESIA
IMEI TERDAFTAR DI WEBSITE KEMENPERIN

WARNA TERSEDIA SESUAI VARIAN
- HITAM
- BIRU
- PUTIH

Spesifikasi :

NETWORK Technology
GSM / HSPA / LTE
LAUNCH Announced 2021, June 21
Status Available. Released 2021, June 28
BODY Dimensions 159.3 x 74 x 8.4 mm
Weight 180 g
Build Glass front, plastic frame, plastic back
SIM Dual SIM (Nano-SIM, dual stand-by)
DISPLAY Type Super AMOLED, 90Hz, 800 nits (HBM)
Size 6.4 inches, 98.9 cm2 (~83.9% screen-to-body ratio)
Resolution 1080 x 2400 pixels, 20:9 ratio (~411 ppi density)
PLATFORM OS Android 11, One UI 3.1
Chipset Mediatek Helio G80 (12 nm)
CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55)
GPU Mali-G52 MC2
MEMORY Card slot microSDXC (dedicated slot)
Internal 128GB, 8GB RAM
eMMC 5.1
MAIN CAMERA Quad 64 MP, f/1.8, 26mm (wide), 1/1.97"", 0.7µm, PDAF
8 MP, f/2.2, 123˚, (ultrawide), 1/4.0"", 1.12µm
2 MP, f/2.4, (macro)
2 MP, f/2.4, (depth)
Features LED flash, panorama, HDR
Video 1080p@30fps
SELFIE CAMERA Single 20 MP, f/2.2, (wide)
Video 1080p@30fps
SOUND Loudspeaker Yes
3.5mm jack Yes
COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot
Bluetooth 5.0, A2DP, LE
GPS Yes, with A-GPS, GLONASS, BDS, GALILEO
NFC Yes
Radio Unspecified
USB USB Type-C 2.0, USB On-The-Go
FEATURES Sensors Fingerprint (side-mounted), accelerometer, gyro, compass
Virtual proximity sensing
BATTERY Type Li-Ion 5000 mAh, non-removable
Charging Fast charging 25W";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/7/29/96748ddc-68de-423e-b34b-78818ea0b715.jpg.webp?ect=4g;2899900;4.9;Shopyz ID
44;Xiaomi Official Redmi 9C 3/32GB 6.53" HD Mi Smartphone AI Face Unlock - Grey;"Xiaomi Official Store Garansi Resmi, IMEI Resmi

Xiaomi Redmi 9C memiliki Layar Besar DotDrop 6.53"""" HD+. Layar yang besar memungkinkan diri anda untuk sepenuhnya menikmati keajaiban dunia virtual. Teknologi Low Blue Light untuk pengalaman menonton yang nyaman. Dengan sertifikasi perlindungan blue light mata anda akan tetap nyaman meskipun telah menghabiskan banyak waktu di handphone Anda.

Xiaomi Redmi 9C dilengkapi dengan baterai besar 5000mAh, dengan 27 hari waktu standby, baterai ini menyediakan tenaga yang sangat tahan lama. Musik: 167 Jam, Panggilan Telepon: 32 Jam, Video: 21 Jam, Game: 10 Jam. Baterai yang mempunyai siklus pengisian daya sebanyak 1000, yang berarti handphone ini dapat digunakan secara harian selama 2.5 tahun tanpa mengalami penurunan kemampuan baterai.

Xiaomi Redmi 9C memiliki peningkatan kekuatan prosesor. Prosesor MediaTek Helio G35 memberikan kinerja yang dapat diandalkan, menjamin kinerja yang bebas hambatan.

Xiaomi Redmi 9C dilengkapi dengan kamera belakang AI. Tangkap moment favorit dan buat kenangan anda lebih menyenangkan dengan Triple kamera AI 13MP dalam warna yang lebih terang. Fitur: Kaleidoskop, AI Beautify Selfie Camera, Palm Shutter.

Xiaomi Redmi 9C menggunakan AI Face Unlock. Buka kunci handphone anda dengan AI Face unlock, handphone akan mengenali wajah anda dan akan membuka kunci secara instan. Xiaomi Redmi 9C memiliki polesan tampilan baru.

Spesifikasi:

CPU: MediaTek Helio G35 Octa-core 12 nm hingga 2.0GHz
GPU: PowerVR GE8320 650 MHz
Layar: 6.53"""" HD+ DotDrop
Baterai: 5000 mAh
Port micro USB (pengisian daya 10W)
Kamera belakang: 13MP AI
Kamera depan: 5MP AI mendukung face unlock
Slot SIM card: 2+1 (dual 4G standby + microSD)
Dimensi: 164.9 x 77.07 x 9.0 mm
Port audio headphone 3.5mm
Navigasi: GPS, GLONASS, AGPS, Beidou
Sensor: motor getaran, deteksi jarak, sensor deteksi cahaya, akselerometer

Isi paket pembelian:

1 Redmi 9C
1 Adaptor
1 Pengisi daya
1 Kabel Mikro-USB";https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/11/4/48b9318c-ab60-43f2-b39d-dff12ef5f3c6.png.webp?ect=4g;1499000;4.9;Xiaomi Official Store
